sentimento_modelo,categoria_modelo,loja,comentario,confianca_sentimento,confianca_categoria
 primeiro ele disse: sim, aí ele simplesmente respondeu então não tem. Aí eu,L5136-RIB.PRETO ALTO DA BOA VISTA,"Sobre a qualidade dos produtos: sou cliente há anos e é perceptível a queda na qualidade, exemplos: combrei 2 lombos de bacalhau e vieram com muitos espinhos, comprei bife de lobo de porco e alguns bifes tive que descartar, de tanta gordura, o pão australiano parei de comprar, esta seco.

Sobre os especialistas: precisam de mais treinamento, ontem fui na loja da Inácio Luiz Pinto em Ribeirão, som alto, tocando musica sertaneja, parecia bar de periferia, minha vontade era de nem entrar. Mas precisa comprar algo para jantar, então entrei e sai o mais rápido possível, acho que não é isso que querem né? Eu poderia ter comprado outras coisas.
Sobre encontrar os produtos: o problema aconteceu nesta mesma loja, muito produto, a loja não é mais clean, é difícil organizar as ideias do que comprar e acabo desistindo. A organização esta péssima, cheia de etiquetas promocionais, exemplo: sempre compro file mignon suino extra limpo, no cesto deste produto estava a etiqueta correta, porém colocaram panceta, ao questionar o ""especialista"""" se tinha file mignon suino", e me levou no mesmo lugar que eu já tinha olhado. Falei," retirei todas as pancetas e tinha 1 unidade de File no fundo do cesto. Ruim né."""
" chegou para mim depois das 19h.""",False,L5034-D. PEDRO ll (0873),"Site problemático. Ao fechar o carrinho e clicar para efetuar o pagamento, o site informou por duas vezes seguidas que não foi possível processar a operação e que eu deveria tentar novamente. Na terceira tentativa, a operação foi realizada. Poucos segundos depois passei a receber diversos SMS sequenciais: apesar do suposto erro que não teria permitido a conclusão do pedido por duas vezes seguidas, o site processou 3 pedidos e efetuou 3 cobranças em meu cartão. O que era para ser um procedimento rápido e simples (comprar no site), se tornou uma dor de cabeça ao ter que seguir parado no telefone, tentando cancelar duas das três compras (que sequer deveriam ter sido processadas, haja vista o aviso de erro apresentado). Por todo o tempo que perdi montando o carrinho, fazendo o pedido e tendo que resolver um problema gerado por vocês, era mais rápido eu ter ido presencialmente em uma swift aqui da região onde moro. Fora isso, a entrega que era prevista ""das 14h às 17h""""",negativo,Entrega / Pedido digital
 porque com certeza os produtos SWIFT eu não vou deixar de consumir, pois assim como eu,L5007-KLABIN (0496),"A Marca e produtos SWIFT eu certamente recomendaria e ate recomendo, mas essa loja especificamente, eu não so não recomendo como ja comecei a avisar as pessoas para não frequentarem...A loja era muito boa, mas eu não sei o que ocorreu que resultou em um péssimo atendimento, totalmente desorganizada, atendentes te ignoram, a loja estava um caos..Motoboys dentro da loja ocupando o diminuto espaço, caixas espalhadas no meio do caminho, carrinhos cheios de produto obstruindo a passagem e as atendentes perdidas, falando entre elas em volume muito acima do aceitável, enfim..um show de demonstração de ""Como não devemos proceder em um local de atendimento ao publico""""  Uma decepção..Sai da loja me perguntando o que pode ter ocorrido para ter declinado tanto o atendimento dessa loja e processando em minha mente em qual loja agora eu vou fazer minhas compras", mas a loja da KLABIN, muitos consumidores vão parar de frequentar e assim como eu
não informado,Outros / Genéricos,L5229-GLAUCIO GIL,"Existe um ponto que deveria ser o início de tudo na jornada do cliente. Vamos lá!
Existe um estacionamento com vagas demarcadas e já tem até uma pessoa para, digamos, organizar essas vagas.
Na atualidade, existe uma exigência para vagas especiais: CPD e IDOSOS. Esse é o ponto!
A loja da Gláucio Gil faz esquina com Genaro de Carvalho (Recreio). As vagas, obviamente estão ali distribuídas. Mas o cuidado com as vagas especiais foi ZERO! Essas vagas estão localizadas o mais longe possível da entrada da loja e, como a calçada é em declive, os clientes PCD têm uma enorme dificuldade para desembarcar e embarcar em seus veículos. Só rê a vaga de idosos, a mais estrita de todas, dica na altura em que a calçada, nem ao menos, tem o meio fio rebaixado. Ou seja, foram ali colocadas porque parece que alguém esqueceu delas e seguiu na linha do ""faz aí mesmo!""""",,
não informado,Outros / Genéricos,L5072-SERRA DE JAPI (1330),"Organização  da loja: 
No início havia só produtos da Swift , então o espaço era confortável. 
No entanto,  agora o espaço ficou muito ruim ! Apertado demais para circulação na loja) com acréscimo de caixas de refrigerantes, ovos, carvão, e outros afins, etc., até mesmo panetones !
Para que comporte esses novos produtos sugiro aumentar o espaço da loja utilizando uma vaga do estacionamento coberto ( são 2 vagas) - a outra deixaria para deficientes e 60+. Além do que,  há mais que 6 vagas em área descoberta e que normalmente sempre estão livres. Com o aumento citado ficaria melhor, não precisando ""desviar de caixas e prateleiras/gôndolas do corredor"""" e """" atropelando outros clientes """" e sem dizer que ficam mais VISÍVEIS os freezer dos produtos. Mais algum acréscimo na loja e teremos que pedir licença para entrar de ido à falta de espaço.",,
não informado,Outros / Genéricos,L5266-MATEO BEI,"Na primeira tentativa, minha compra precisou ser dividida em duas, pois não tinha tudo em uma única loja. Uma de R$373 e outra de R$329. A atendente Bianca Freitas não fez nenhum movimento para disponibilizar o frete grátis, pois sabia que não era por minha culpa. Cancelei a segunda compra e fui para o site, realizei a compra por lá e recebi notificação de que iria receber as duas pelo mesmo entregador. Mas ele chegou com uma única compra, disse que foi informado que a segunda tinha sido extraviada. Entrei em contato com o SAC e essa parte foi difícil, só na terceira ligação resolveram o meu problema. Fiquei feliz pois vocês melhoraram bastante, resolveram no mesmo dia. Mas poderiam ter enviado a compra, pois já sabiam que tinha sido extraviada. É um desgastante para o cliente ter que ""provar"""" que não recebeu e fazer infinitas ligações.",,
" é a máquina """"", tudo sem ao menos ele olhar no meu rosto,L5100-INTERLAGOS (1431),"Sempre vou na loja da av Rio Bonito c/ a Sandoval, e sempre bem atendida pelas meninas, até o segurança, um senhor muito legais.
Infelizmente esse domingo não foi legal!
Peguei os produtos que precisava de boa, as meninas que estavam no interno da loja sempre atenciosas, e gentis, mas na hora de passar no caixa, não tinha uma moça, TINHA UMA CARA CHATO, ARROGANTE, CRETINO, MUITO SOBERBA, na hora de passar o cartão não fazia a leitura por conta do encaixe na máquina, que não era problema do cartão, e sim da máquina que estava mal posicionada, ENTÃO TENTEI VÁRIAS VEZES E NÃO IA, E QUE O MAIS ME DEIXOU CONSTRANGIDA O SUJEITO C VOZ DE AUTORITÁRIO E DEBOCHE C/ PESSOAS NA FILA, FALANDO PRA EU INSERIR CORRETAMENTE O CARTÃO! "" SENHORA INSIRA O CARTÃO DIREITO """" até que me irritei e virei pra ele  e disse """" não é eu e nem o cartão", pegou o cartão da minha mão e mexeu muito na tal máquina até conseguir... Não falei mais nada, tirou o cupom me deu c/ braço esticado
" é a máquina """"", tudo sem ao menos ele olhar no meu rosto,negativo,"Sempre vou na loja da av Rio Bonito c/ a Sandoval, e sempre bem atendida pelas meninas, até o segurança, um senhor muito legais. Infelizmente esse domingo não foi legal! Peguei os produtos que precisava de boa, as meninas que estavam no interno da loja sempre atenciosas, e gentis, mas na hora de passar no caixa, não tinha uma moça, TINHA UMA CARA CHATO, ARROGANTE, CRETINO, MUITO SOBERBA, na hora de passar o cartão não fazia a leitura por conta do encaixe na máquina, que não era problema do cartão, e sim da máquina que estava mal posicionada, ENTÃO TENTEI VÁRIAS VEZES E NÃO IA, E QUE O MAIS ME DEIXOU CONSTRANGIDA O SUJEITO C VOZ DE AUTORITÁRIO E DEBOCHE C/ PESSOAS NA FILA, FALANDO PRA EU INSERIR CORRETAMENTE O CARTÃO! "" SENHORA INSIRA O CARTÃO DIREITO """" até que me irritei e virei pra ele e disse """" não é eu e nem o cartão", pegou o cartão da minha mão e mexeu muito na tal máquina até conseguir... Não falei mais nada, tirou o cupom me deu c/ braço esticado
 a atenção e prontidão demonstradas pela equipe da loja de Cajamar merecem reconhecimento.,Outros / Genéricos,L5188-CAJAMAR,"Agradecimento pelo Atendimento – Loja Cajamar (Av. Tenente Marques).

Gostaria de registrar um agradecimento à equipe da loja de Cajamar, localizada na Av. Tenente Marques, pelo excelente atendimento prestado durante minha visita no último sábado.

Estive na unidade acompanhado de meu filho de 4 anos, que ao chegarmos solicitou o uso do banheiro. Ao abordar uma colaboradora sobre a possibilidade de utilizá-lo, fui prontamente atendido e direcionado à área de retaguarda da loja, onde havia um sanitário disponível. O local encontrava-se em perfeito estado de conservação, limpo e bem organizado.

Em muitas ocasiões, ao solicitar o uso de sanitários em estabelecimentos comerciais, nos deparamos com negativas ou justificativas como ""em manutenção"""" ou """"banheiro exclusivo para funcionários"""". Por isso",,
" sem nenhuma cordialidade ou gentileza. Compro na Swift há muitos anos e infelizmente esta será a ultima compra que fiz. Espero que vcs não continuem tratando seus clientes dessa forma.""",False,L5027-ACLIMACAO (0851),"meu pedido atrasou mais de 2 dias. Ontem de manha passei quase 1 hora para conseguir ser atendida por telefone. A atendente muito gentil resolveu o problema e me informou que seria entregue o meu pedido no mesmo dia. Durante à tarde recebi um whatsapp de uma pessoa chamada Nicole (11 3623-6770 - Swift Torre) dizendo que o entregador esteve na minha residencia e não conseguiu fazer a entrega, o que é uma mentira porque a portaria do meu predio está autorizada a receber qualquer encomenda e não recebeu nada até aquele momento. Além disso permaneci dentro da minha casa desde a ultima sexta feira aguardando esse pedido. Expliquei isso para Nicole e questionei quando receberia meu pedido e ela me respondeu: ""Hoje"""". Assim",negativo,Entrega / Pedido digital
 que gritantemente veem os preços subirem na estratosfera e a qualidade dos produtos cair num poço sem fundo. Sugiro que o lucro de vocês seja focado na alta qualidade e volume de vendas,0.5836,L5088-PONTA DA PRAIA (1363),"Está muito ruim, melhor dizendo, péssima, a qualidade do Bife do Vazio. Compro a muito tempo esse produto mas nas duas últimas vezes foi péssima a qualidade da carne. Nunca havia nos pedaços de carne ensacada: nervos, sebo e gordura! Só que agora está vindo praticamente de 1/3 a meio saco com esses refugos da limpeza da carne. Não é um fato isolado, pois adquiri em cidades diferentes, em meses diferentes, e a decepção foi a mesma e enorme! Não comprarei mais e comentarei com todos os meus conhecidos para tomarem muito cuidado com esse e demais produtos. Vocês já foram bons! Que pena que nesse país nada consegue se manter em alta qualidade por muito tempo sem ""arrancar os rins"""" dos consumidores"," jamais nos preços exorbitantes como está hoje se vendo claramente que é a política da empresa!""",False
 cara fechada e entrega das sacolas (incluindo as rasgadas) de maneira rápida (e eu que corresse para pegar e colocar no carrinho). Minha esposa ainda comentou sobre o péssimo atendimento e a cara de poucos amigos. Como resultado, ou apenas mudar de loja (pois somos de uma cidade vizinha,L5176-BRAGANCA PAULISTA,"Toda a organização, qualidade dos produtos e cuidados com a loja foram desfeitos pela atendimento ruim. Tudo se iniciou que, antes desta compra, optei por passar separado um pequeno pedido, e notei a má vontade do atendente (que nem sequer solicitou meu CPF). Curto e grosso, passou minha compra e só (sem boa noite ou mesmo me olhar). Depois, quando fui passar o restante, após concluir, outra funcionária atendeu a mim e minha esposa. Sem boa noite, cara fechada, ou mesmo nos olhar, ia pegando nossos produtos, passando no leitor e literalmente colocando com força nas sacolas (tanto que, devido ao tipo de embalagem, várias rasgaram e assim foram entregues). Na finalização, apenas um ""só isso?""""", chegamos em casa com o carpete do porta mala molhado, mas prefiro me deslocar mais a ser mal atendido). Como melhorar? Não sei o motivo de tanto descontentamento dos funcionários
 era meu aniversário de 64a, salvou! Ela nos mandou pra uma loja ali perto e o William já havia separado o pedido,L5082-VILA ANDRADE (1346),"Foi a segunda vez que usei o aplicativo e fiz meu pedido na 5a f. para não ter problemas e i que acusava o pagamento e só, no sábado não recebi a compra e através  dos telefones, e-mail e chat não consegui, pois funciona só até as 15h. Eu ligava pra um número que informava pra ligar pra outro, enfim, muito, muito ruim. Fiquei com má impressão absurda! Como uma empresa tão grande me deixou assim na mão? Fui numa loja física, no Portal do Morumbi e conheci a Ketlin Vitória, se eu tivesse uma empresa a contrataria, ela trouxe pra ela o problema! Disse - ""eu vou resolver a senhora não vai sair sem solução""""! E foi atrás! Ela salvou o meu churrasco do dia seguinte", com convidados etc...A Vitória, pediu muitas desculpas pelo acontecido e nos atendeu muito bem. Achei as carnes muito salgadas
 bla,0.4799,L5044-INDAIATUBA (1243),"Diminuir um pouco os preços do produto. A qualidade já tem. Veio aqui na mente ( um filme )(Uma família e 03 filhos dentro de um carro chegando em uma cidade. Todos conseguem ver as luzes ao longe.O pai pesquisa no celular onde tem lojas. Aparece várias. Seguem viagem o pai para em um posto de gasolina e pergunta onde tem uma loja? O pai continua parando em vários pontos diferentes. Todos que são perguntados respondem com bastante entusiasmo. Demonstrando total conhecimento de todos endereços. No final o carro e a família aparece no estacionamento da loja. E o pai fala. ,"" O GPS eu sei que já sabia. Mas eu queria saber é se o povo sabia. Bla"," bla????""",True
"800kg e ser cancelado a maior parte pq não separam pedaços de carne adequados a este tipo de venda.""",False,L5089-BOA VISTA (1364),"A minha última compra eu tive que colocar a opção de retirar, por vocês não quererem entregar meu pedido, fora isso veio uma carne hiper dura que não parece ser contra filé de tão horrível!
Parabéns pra vocês da Swift não compro mais nem pra retirar e muito menos para entregar.
Que por acaso tive um problema a meses a atrás por uma entrega que não foi efetivada, com tantas formas de se garantir uma entrega e com códigos para não ocorrerem erros vocês são incapazes de disso também nota zero! ""Parece ainda que o cliente é culpado!  Fora isso tem a parte de vc fazer um pedido de 2 peças de carne de até 1",negativo,Entrega / Pedido digital
 nós esquecemos seu pedido," em 30 minutos chega aí"""" do que contar uma mentira tão boba.",L5215-VILA EMA,"Francamente, o pedido chegou, mas somente depois que eu entrei em contato com o atendimento ao cliente.

Aparentemente meu pedido caiu no limbo, e ficou parado a manhã toda. Quando eu liguei, a atendente disse que falou com a loja, que disse que teve um problema com a entrega, mas já haviam conseguido arrumar o problema e já iam me enviar.

Eles devem pensar que eu sou estúpida!

O pedido não havia sido separado e nem faturado, e a entrega só é chamada após o faturamento. O próprio sistema da Swift avisa ao cliente por SMS e email.

Teria sido menos feio simplesmente dizer ""cara cliente", lamentamos o ocorrido,
 e ela saiu de frente da geladeira na qual estava colocando preços," mas eram copacol. pensando seriamente se continuo comprando nao sei se é so nessa loja ou em outras também.""",L5039-ZELINA (1208),"vamos lá, ja nao é de hoje que a qualidade vem caindo, percepção minha e de minha família. Espeto de filet mignon nao tem mais, arroz com camarão ao curry nao tem mais, coxa e sobrecoxa de frango desossado so da marca Copacol,  nao tem nada a ver com o de costume que comprávamos. a percepção é que todos os produtos mudaram e ou são os mesmos encontrados em mercado comum, ja havia comentado da picanha, fraldinha, algo muito estranho. Apenas dessa vez, perguntei a uma funcionária se tinha a coxa e sobrecoxa desossado e temperado, disse que estava em ""quebra"""" quebra ? isso em falta", estavam lá bem na frente,negativo
 achei uma atitude fora dos padrões da Swift,Outros / Genéricos,L5040-GUARULHOS (1211),"Bom dia!

A minha reclamação quanto ao atendimento foi porque eu estava sendo atendido pela a Sra. Maria, no caixa, e quando perguntei a ela que não tinha encontrado um produto, ela gentilmente se propôs em me ajudar a localizar, e quando retornamos ao seu caixa, a Sra. Ana Paula, Líder da loja, em uma atitude deselegante foi e cancelou o item que a Sra. Maria, já tinha passado e abriu o caixa para atender uma outra pessoa. A Sra. Maria, informou que só tinha ido me ajudar a pegar um outro produto, mas a mesma foi extremamente ignorante e ainda disse ""Quem mandou sair do caixa""""", pois sempre que vou fazer compras sou bem recepcionado e atendido com a maior atenção. ,
 entendivel,0.4995,L5028-VILA PAULICEIA (0853),"Sugestão construtiva. Fui a loja em pleno sábado no horário próximo do almoço,  ou seja, pressupõe que a loja vai estar cheia. Não achi que ""arrumar"""" a loja em pleno horário de pico seja uma boa ideia. A loja da qual eu fui tem espaço reduzido e estavam arrumando um setor que parecia um mercadinho com coisas espalhadas que reduzia ainda mais o espaço.  Houve mudanças nas prateleiras e nós clientes acostumados com produtos como molhos etc bem a mão próximo ao caixa fui surpreendido com a mudança....não levei mais coisas tendo em vista a mudança. A caixa nao estava em um bom dia"," mas creio que a crítica seja mesmo construtiva.""",True
 era obrigado a retirar um dos pães, também fizeram a ABERRAÇÃO de colocar ar no pacote,L5181-RIBEIRAO PIRES,"Mini pão francês Swift 300g. Alteraram a embalagem dos pães franceses. Era transparente. Tinha um problema: colocavam os pães de uma maneira que não dava para deixar a embalagem plana, economizando espaço na geladeira. Os pães ficavam um em cima do outro, aumentando significativamente o tamanho utilizado na geladeira, tanto da loja física, como na casa do cliente. Isso significa: 1) maior espaço (""cubagem"""") no transporte; 2) maior espaço (""""cubagem"""") na geladeira expositora da loja física; 3) maior espaço ('cubagem"""") na geladeira do cliente. A embalagem era transparente"," para permitir que fossem enfileirados e embalagem ficasse """"plana"""". Eis que agora mudaram a embalagem", como se fosse um travesseiro de ar. Na época da embalagem transparente
" eu respondi """" ah vc encontrou o troco"""" ele respondeu pode ir embora. MUITO CHATO""",False,L5037-VILA ROMANA (0880),"estive hoje na loja esquina da rua Tito com a Catão fui atendida por um funcionário de completa falta de educação fui pagar em dinheiro e ele disse que não tinha troco e por isso não deveria levar a compra. Eu disse que sendo um comércio deveria estar preparado com um troco e que iria chamar a policia ele respondeu ""chama"""" Fiquei parada ele perguntou se queria que chamasse o Gerente eu disse que sim e constrangida pois estava atrapalhando a fila. Passado alguns instante ele abriu o caixa e me deu o troco dizendo que estava DANDO noventa centavos a mais",negativo,Atendimento / Loja física
 e pelo whatsapp consegui comprar todos. ,Outros / Genéricos,L5134-GILBERTO SALOMAO,"Pela primeira vez estou dando nota 6 para a Swift. As últimas 3 compras que fiz, 2 para minha casa e 1 para a casa da minha filha, tiveram problemas na entrega (não cumprimento do prazo). Infelizmente decidi que não vou mais comprar para entrega, já que não está funcionando. Não dá para comprar confiando no prazo estipulado no app e aí não receber a compra e ter que ficar correndo atrás. 
Quanto ao aplicativo, realmente ele não funciona bem na hora do encerramento da compra. Nessa última ele me dava todos os itens da compra como ""indisponíveis""""",,
 finalmente entregaram,0.6949,L5021-VILA SAUDE (0782),"Tive um probleminha com a entrega. Primeiro disseram que o pedido estava a caminho. Aguardei. Aí recebi uma mensagem dizendo que eu não estava em casa para receber o pedido, o que não era verdade, e que o pedido estava retornando para a loja e se eu quisesse teria que retirar lá. Tinha como provar que estava em xasa. Entrei em contato com o Swift Resolve e fiquei 
mais de 20 min só para falar com o atendimento. Depois de mais 15 minutos  fui informada que havia sido um ""equívoco"""" do motorista e que o pedido nem havia saído da loja ainda! Bom"," mas foi um desgaste desnecessário a meu ver!""",False
 respondi que preferia digitar eu mesmo e pedi que aguardasse.,Outros / Genéricos,L5038-SAO JOSE DOS CAMPOS (0886),"Havia pessoas em frente aos caixas, o que gerava um pequeno tumulto. Ao me aproximar (havia apenas um caixa funcionando), a atendente me chamou para ser atendido. Comecei a retirar os itens do carrinho para colocá-los no caixa, e ela perguntou se eu gostaria de digitar o CPF. Respondi que sim, mas que faria isso após terminar de colocar os itens.
Sem demonstrar paciência, a funcionária — mesmo vendo que eu ainda estava colocando os produtos — perguntou o número do meu CPF, provavelmente para digitá-lo ela mesma. Estranhando essa ""pressa""""",,
" não podemos ser simplesmente quase expulsas da loja.""",False,L5240-BARAO GERALDO,"Comprei uma sopa/caldo de palmito horrível, sem gosto algum de palmito  e sme o plamito em si. 
Das 2 atendentes, uma foi extremamente gentil e educada , mas outra interagiu de forma rude  como se estivesse fazendo um favor. 

Outro ponto . Na vez anterior que estive na loja , às 19.50h (horário é até 20h) as portas já´estavam fechadas e as atendentes pressionado eu e outro cliente a agilizar a compra porque ""Estamos fechando o caixa"""" . Lamentável ! SE estou dentor da loja antes das 20h e demoro meia hora para fazer as compras",negativo,Atendimento / Loja física
" farei isso.""",False,L5021-VILA SAUDE (0782),"O serviço de entrega tercerizado deixa a desejar. Na minha compra anterior tive problema na entrega e meus produtos foram entregues em outro local. O suporte da Swift foi muito eficiente. Desta vez, pude acompanhar o rastreio da entrega, mas mesmo assim, o entregador não conseguiu entregar meus produtos, e claramente, estava tentando um ""golpe"""" pois me ligou insistentemente. Não moro em um local de difícil acesso. Mais uma vez o suporte da Swift foi muito eficiente e acabei optando por ir buscar na loja. Na próxima vez",neutro,Entrega / Pedido digital
" agora quando abro o pacote tenho que colocar um """"pregador"""" de embalagem que fica dentro do meu congelador",0.5519,L5139-SBC RUDGE RAMOS,"A embalagem do Lombo de porco e da Bisteca estão praticamente iguais e não eram assim, já levei por duas vezes um achando que era o outro item, deixem como estava antes, assim nós clientes identificamos fácilmente qual item estamos comprando! Pra ajudar a se confundir, ambos ficam juntos na mesma prateleira ou seja, o que muda é apenas a escrita de tamanho médio na embalagem, na pressa, outros seguramente já se confundiram, mudança ruim assim como a retirada do fechamento da embalagem com o ""zip"""" que existia antes"," mais uma mudança negativa.""",False
" precisa de ajuda"""" """" seu cpf por favor"""" """" paulo",0.5382,L5143-AQUARIUS,"Isso não acontece com as atendentes mulheres. Mas os atendentes homens. Eu  entro na loja e escuto "" o senhor precisa de ajuda"""" ... """" se o senhor precisar de algo so chamar"""".. no caixa """" o senhor achou tudo que precisava"""" .. """" qual o cpf do senhor"""" .. """" o senhor vai pagar como """" .... """" boa tarde para o senhor"""" ... Pergunto: conte quantas vezes eu escutei """"SENHOR"""" neste atendimento. 6 vezes isso mesmo 6 x senhor .. experiência péssima. Vai agora o exemplo bom quando atendido por mulheres: """" bom dia"," vc quer cpf na nota?"""" """" bom fim de semana""""""",True
"  vai melhor.. Pense nisso""",True,L5205-GRANJA KM 26,"Essa loja está situada numa região predominantemente de pessoas velhas ou acima de 50 anos...essa nova arrumação do produtos nas diversas geladeiras que mudam de lugares todos os dias tem dificultado, nós os velhos a encontrar novamente o produto que compramos ontem..Reconheço essa velha tática de venda para obrigar o cliente a andar por toda a loja e assim conhecer novas ofertas, mas, pela minha experiência na granja viana nos últimos 35 anos, viemos para cá para ""fugir""""  de esquemas como esse...O mais fácil",negativo,Qualidade do produto
" voltei no freezer e fui verificar e vcs colocaram a promoção da picanha para chamar atenção e juntos misturados colocaram essa picanha que peguei que seria a """"ponta"""". eu me senti enganado pois o nome era o mesmo", e fiquei com vergonha de reclamar e decidir não voltar mais! acredito que foi uma suposta estratégia para induzir o cliente ao erro de achar que esta pegando a menor e mais barata. tudo bem diferenciar o preço da peça,L5165-MOGI DAS CRUZES MOGILAR,"comprei uma picanha da marca legado 1855, estava na promoção, não lembro o valor exato mas era em torno de 69,90 ou 79,90, dentre as peças que estava disponível peguei a menor para ficar mais barato, peguei uma peça de pouco mais de 900g e  menos de 1kg, quando fui passar no caixa o valor da picanha deu 125,00 reais achei estranho mas paguei, depois fui olhar na nota fiscal, o nome era o mesmo que estava a placa da promoção: Picanha legado 1855 só que com uma palavra a mais ""ponta"""". não reclamei com o caixa"," e mesmo que tenha a palavra """"ponta"""" diferenciando", mas não deveria colocar juntos. me senti muito enganado pela loja
" esse é este e aquele é aquele"""".""",True,L5073-VILA GUILHERME (1331),"Produtos misturados, comprei uma peça de alcatra pensando ser um preço visto na etiqueta, quando passei no caixa tive o desvio produtivo de voltar ao freezer pois os itens estavam todos misturados sem a grade de separação, ou seja, além de dificil acesso, (ficando no canto do feezer, estavam misturados, no final das contas acabei levando pelo preço maior mesmo, mas é uma experiência que não faz parte do nome Swift, o colaborador estava ao meu lado no celular, simplesmente e friamente disse ""é esta misturado",negativo,Qualidade do produto
" a verdade e a vida""""""",False,L5139-SBC RUDGE RAMOS,"Foi tudo maravilhosos.  Eu só consegui fazer o pedido as 03h e na manhã seguinte já estava tudo pronto para eu retirar. A Letícia da loja Rudge Ramos separou os proutos direitinho e ainda escreveu uma carta de próprio punho estreitando a comunicação com o cliente♡ Deixou seu contato para qq dúvida e ainda enviou um bombom. Ficamos pasmos com o nível de atendimento e atenção.  Estão todos de parabéns! As sobrecoxas ficaram deliciosas e o almoço foi uma benção! Obrigada pelo carinho ❤️ 
""Jesus é o caminho",positivo,Entrega / Pedido digital
 não tenho nada pra reclamar,0.6134,L5164-ITAPETININGA,"Vou responder com base na última compra. Comprei dois itens, costelinha suína, que estava muito boa, o segundo foi kit para feijoada,me deixou muito decepcionada,pois a embalagem não é transparente aí não sabia o que estava comprando,e a decepção veio quando abri ,metade era linguiça e a outra pés de porco ou melhor dizendo ""ossos"""". Esse kit não compro mais e nem recomendo. Vcs precisam rever esse produto e até colocar em embalagem transparente. Quanto aos outros produtos que sempre compro",". Obrigada""",False
 movimentou o carrinho para retirar estas caixas debaixo dele,Outros / Genéricos,L5021-VILA SAUDE (0782),"Só tinha uma atendente na loja, estava no caixa atedendo uma senhora que estava indo retirar seu pedido.
A atendente não havia encontrado o pedido, gritou para o fundo da loja para outra pessoa de lá.
A mesma respondeu que estava lá sim, propdurou de novo, não achou.
Passado um tempo veio uma outra garota, com um carrinho todo bagunçado com a mercadoria desta senhora num carrinho cheio de coisas.
Ao retirar a encomenda desta senhora, derrubou pelo menos umas 10 caixas de "" comida"""" no chão", prendeu a roda numa destas rodas.,
 como se tivessem descongelados e depois congelados novamente. Os potes pequenos de comidas prontas parecendo que foram violados. Latas de heineken amassadas. Abusrdo isso. Sou cliente swift e Santos a quase 6 anos... em Santos não tme isso.. ai chega no RJ,0.7749,L5184-PRACA VARNHAGEM,"Bom dia. Atendentes grossos. Atendentes que estão repondo os produtos grosseiros. VocÊ Pergunta onde está o produto X e ele responde ""Veja pra lá que vc vai encontrar"""". enquanto isso a outra menina responde """" Só um momento que eu vou ver ali com o supervisor"""". Só que não volta. Carnes bagunçadas. Carne com peixe... Alguns fliets de peixe misturados com pâes de alho. Na bandeja onde ficam os queijos os preços estão todos confusos e invertidos... Chão sujo de terra... produtos gosmentos"," na loja da Vanhargem uma bagunça. uma completa ZONA. pior que supermercado de comunidade social. um verddeiro LIXO a loja da Vanhargem. Eu teria vergonha de estampar o nome SWIFT naquela loja. Já mandei mensagem pra 3 conhecidos de lojas da Siwft de Santos informando a sujeira e a péssima condição e os maltratos dos funcionários. Torço pra retornar à Santos para ter uma swift razoavel novamente.""",False
 e culpou a outros clientes e a mim. Negou-se a dar seu nome.,Outros / Genéricos,L5019-ANGELICA (0684),"Entrei em contato com o SAC, Swift Resolve, mas, por enquanto, não tive retorno.

Levei um produto que deveria estar congelado, descongelado e com a embalagem rasgada. O Caixa, que passa os produtos, um por um, no leitor óptico, além de conhecer os produtos, aparentemente não percebeu.

Moro a 200 m da loja e sou cliente assíduo. Tanto eu como minha funcionária doméstica. 

Problema: fiz a reclamação, que foi mal recebida, por um suposto ""Gerente"""" que atendeu de forma extremamente rude",,
" EU JÁ TENHO"""". ABRAÇOS""",True,L5051-VILA PRUDENTE (1276),"MELHORAR OFERECENDO PRODUTOS.
NO MEU CASO POR EXEMPLO, PELOS PRODUTOS QUE EU ESTAVA LEVANDO, TINHA UMA GRANDE CHANCE DO VENDEDOR SACAR QUE EU IRIA GAZER UM CHURRASCO. FALTOU EU COMPRAR, CARVÃO,  QUEIJO COALHO, GELO E O CORAÇÃOZINHO. EU JÁ TINHA SAÍDO DA LOJA, LEMBREI E VOLTEI PARA COMPRAR O CARVÃO, INFELIZMENTE OS DEMAIS VOU BUSCAR DEPOIS. POR ISSO ESTA É A MINHA RECOMENDAÇÃO, NÃO CUSTA NADA OFERECER PRODUTOS AGREGADOS AO EVENTO QUE O CONSUMIDOR ESTA DISPOSTO A FAZER. COMO DIZEM, O ""NÃO",neutro,Qualidade do produto
" frango desfiado..."""" Sei que torna mais caro",Outros / Genéricos,L5055-CAMBUCI (1284),"ORGANIZAÇÃO: Quando estão abastecendo os freezers os colaboradores deixam embalagens espalhadas pelos corredores e mercadorias por muito tempo por cima dos freezers, isso dificulta os clientes nas compras e além de tudo os produtos perdem a conservação (descongelam) Peguei em varios descongelados. 

ZIPALOC: Faltou alguns produtos com zipaloc, que para quem mora sozinho é vida, abrir consumir um pouco e guardar. Me informaram que só tem um fornecedor SEARA e estava em falta ""meio da asa", mas eu opto pelo meu dia a dia ser funcional e melhor.,
